sale_id,product_id,customer_id,quantity_sold,sale_date,revenue,discount,region
S1426,P4936,C5764,14,2026-04-29,684628,5,Jaipur
S1427,P3490,C9488,17,2025-01-08,786760,15,Delhi
S1428,P4948,C5870,6,2026-03-20,264432,0,Jaipur
S1429,P1369,C7009,12,2026-05-14,256104,15,Jaipur
S1430,P6991,C7050,9,2026-01-11,370773,5,Jaipur
S1431,P3342,C3337,18,2024-12-17,316008,0,Mumbai
S1432,P6808,C6774,9,2024-11-14,311535,0,Chandigarh
S1433,P4365,C6364,7,2025-04-29,234213,0,Jaipur
S1434,P7345,C3119,4,2025-12-30,51972,10,Delhi
S1435,P9429,C1213,3,2026-03-05,101937,10,Pune
S1436,P4508,C2794,1,2026-03-30,32188,5,Delhi
S1437,P8332,C4742,7,2024-06-23,231084,0,Mumbai
S1438,P6757,C2779,1,2025-01-21,48126,10,Delhi
S1439,P7347,C9827,6,2025-07-02,30222,0,Pune
S1440,P1755,C2770,2,2025-07-01,47912,15,Bangalore
S1441,P8333,C3717,14,2025-01-04,74956,0,Mumbai
S1442,P1740,C8256,3,2025-08-18,62571,10,Mumbai
S1443,P4723,C8987,16,2025-11-23,753840,5,Chandigarh
S1444,P7547,C5069,2,2025-08-02,86576,15,Mumbai
S1445,P3717,C2798,4,2025-02-14,67900,15,Jaipur
S1446,P8414,C1440,14,2025-12-17,378910,5,Chandigarh
S1447,P1540,C2819,13,2025-02-12,222547,15,Chandigarh
S1448,P7556,C4078,7,2026-01-12,243138,5,Jaipur
S1449,P6582,C7640,6,2025-06-11,109986,5,Pune
S1450,P660,C4547,10,2024-07-15,448120,15,Chandigarh
S1451,P1360,C1331,16,2024-09-05,286640,10,Pune
S1452,P4717,C2310,1,2026-01-03,25454,10,Mumbai
S1453,P1076,C1312,5,2025-07-26,200275,0,Chandigarh
S1454,P3352,C6424,16,2025-02-12,692016,0,Pune
S1455,P8979,C711,14,2025-08-07,339458,0,Pune
S1456,P4645,C8658,4,2025-03-04,149896,15,Jaipur
S1457,P5464,C4098,16,2024-06-29,275856,0,Jaipur
S1458,P4133,C789,19,2025-05-27,110960,15,Pune
S1459,P8050,C9937,14,2025-10-08,333592,0,Jaipur
S1460,P4029,C6355,3,2025-09-12,144153,5,Jaipur
S1461,P7328,C271,6,2024-12-31,215292,15,Chandigarh
S1462,P3149,C862,18,2024-09-17,691956,15,Jaipur
S1463,P6054,C7450,7,2026-01-27,92463,10,Mumbai
S1464,P4605,C248,6,2024-11-01,66060,15,Bangalore
S1465,P2774,C844,7,2024-09-25,144998,10,Mumbai
S1466,P2765,C7436,13,2025-03-11,436592,10,Mumbai
S1467,P1523,C4385,10,2025-05-22,137080,15,Jaipur
S1468,P8299,C1576,15,2025-06-03,292830,0,Chandigarh
S1469,P6638,C9408,1,2025-04-03,15694,0,Delhi
S1470,P1956,C1821,18,2025-08-23,91854,0,Chandigarh
S1471,P1278,C9278,4,2025-06-28,16268,0,Jaipur
S1472,P5548,C7689,9,2025-09-08,294120,5,Delhi
S1473,P8699,C979,13,2024-10-03,238901,10,Bangalore
S1474,P4939,C3541,13,2024-11-08,471432,10,Mumbai
S1475,P2821,C2339,7,2024-08-12,344778,5,Chandigarh
S1476,P1896,C3955,10,2024-10-09,459900,5,Jaipur
S1477,P7724,C364,10,2025-09-18,386090,10,Chandigarh
S1478,P9435,C1261,13,2024-07-12,394927,10,Bangalore
S1479,P6310,C2228,8,2025-03-03,159808,0,Mumbai
S1480,P5316,C6160,8,2026-02-15,221736,15,Pune
S1481,P5046,C3627,7,2025-04-14,310331,10,Mumbai
S1482,P2722,C5526,15,2026-05-22,39510,10,Bangalore
S1483,P8641,C3603,15,2024-12-03,527010,5,Pune
S1484,P228,C1728,6,2024-08-25,97434,5,Pune
S1485,P6479,C2559,18,2025-12-10,490086,15,Jaipur
S1486,P7757,C9573,6,2026-03-31,274992,0,Jaipur
S1487,P764,C9412,17,2025-08-09,492116,0,Bangalore
S1488,P9117,C9112,3,2025-05-27,148185,0,Mumbai
S1489,P4106,C736,13,2026-03-26,234767,10,Pune
S1490,P8605,C2708,15,2026-05-07,464310,5,Chandigarh
S1491,P3003,C2469,20,2026-05-18,916060,10,Mumbai
S1492,P5400,C6760,12,2025-02-25,241968,15,Pune
S1493,P2205,C3431,5,2026-04-19,158555,15,Chandigarh
S1494,P4460,C1833,16,2025-10-23,433984,5,Delhi
S1495,P665,C3917,12,2025-03-23,423648,10,Mumbai
S1496,P7676,C918,18,2025-09-08,267138,10,Jaipur
S1497,P8144,C8372,10,2024-07-01,382640,15,Chandigarh
S1498,P2489,C2750,11,2026-04-27,175076,10,Pune
S1499,P1731,C4038,17,2024-08-21,761328,15,Chandigarh
S1500,P7576,C7995,7,2026-04-10,337974,5,Pune
S1501,P9394,C6040,13,2026-04-01,566046,5,Mumbai
S1502,P4648,C8654,7,2025-10-24,259161,5,Bangalore
S1503,P9573,C5352,16,2025-12-01,196560,5,Bangalore
S1504,P7089,C8058,4,2024-07-22,94996,5,Chandigarh
S1505,P1239,C803,6,2025-02-13,174726,5,Delhi
S1506,P9033,C8874,17,2024-10-24,71162,5,Bangalore
S1507,P963,C9725,1,2026-01-06,38937,15,Pune
S1508,P8482,C5614,11,2024-11-23,193897,10,Jaipur
S1509,P1534,C3233,8,2025-06-24,151592,15,Pune
S1510,P9319,C6757,17,2024-10-15,160769,0,Bangalore
S1511,P8804,C9392,13,2025-08-10,56303,10,Bangalore
S1512,P5166,C3412,16,2026-04-03,577776,5,Bangalore
S1513,P1579,C138,5,2025-11-28,160220,15,Bangalore
S1514,P7755,C3310,13,2025-06-13,92521,0,Chandigarh
S1515,P3284,C4848,3,2025-02-17,16563,15,Pune
S1516,P9588,C8361,12,2025-03-20,73572,10,Delhi
S1517,P6136,C9881,11,2026-01-20,380655,15,Mumbai
S1518,P6836,C5074,1,2025-12-03,44517,15,Jaipur
S1519,P3039,C5363,3,2026-03-14,74541,15,Mumbai
S1520,P8274,C2643,17,2024-07-27,592688,0,Chandigarh
S1521,P380,C6912,11,2025-11-30,139106,15,Mumbai
S1522,P2988,C7282,7,2024-10-29,307874,0,Bangalore
S1523,P5751,C587,18,2024-07-08,881496,15,Delhi
S1524,P3501,C3965,17,2025-06-24,772786,15,Delhi
S1525,P9236,C6547,4,2025-08-23,199956,15,Mumbai
S1526,P4039,C8465,20,2026-02-16,311240,0,Bangalore
S1527,P4737,C5630,17,2026-04-04,691118,10,Bangalore
S1528,P8957,C9168,19,2024-10-13,83087,0,Chandigarh
S1529,P5234,C1491,6,2026-02-08,159972,15,Jaipur
S1530,P335,C9759,12,2026-02-22,295452,5,Bangalore
S1531,P246,C1056,5,2025-01-12,173760,0,Jaipur
S1532,P7287,C4355,2,2026-03-10,73166,15,Pune
S1533,P9799,C429,4,2025-06-30,12268,10,Bangalore
S1534,P7250,C965,13,2025-08-06,364676,10,Pune
S1535,P7418,C7955,4,2025-05-17,103296,5,Pune
S1536,P4550,C5607,2,2026-01-24,79002,10,Chandigarh
S1537,P687,C6683,16,2025-10-13,577728,15,Chandigarh
S1538,P9679,C1919,13,2024-07-12,400374,5,Delhi
S1539,P5640,C9043,8,2026-03-27,348624,0,Delhi
S1540,P3483,C1343,6,2025-12-19,265806,5,Jaipur
S1541,P8517,C421,6,2025-03-04,281682,10,Chandigarh
S1542,P2674,C126,2,2026-04-06,8802,5,Delhi
S1543,P1674,C4533,13,2026-04-15,96616,0,Pune
S1544,P9595,C6132,7,2024-12-23,120120,10,Delhi
S1545,P490,C930,1,2025-04-10,33599,0,Bangalore
S1546,P7873,C102,12,2024-08-20,442572,0,Delhi
S1547,P8585,C2216,14,2025-06-17,111804,0,Delhi
S1548,P3255,C1826,5,2025-07-25,236465,0,Delhi
S1549,P8824,C4693,19,2025-06-19,377207,15,Bangalore
S1550,P8784,C7002,17,2024-11-19,225182,10,Chandigarh
S1551,P6786,C9458,3,2025-02-10,68850,10,Delhi
S1552,P8986,C453,12,2025-06-11,400836,15,Chandigarh
S1553,P9228,C1500,5,2025-07-10,184880,5,Pune
S1554,P3184,C4728,12,2025-11-13,112488,5,Pune
S1555,P6746,C7635,9,2025-11-21,66456,5,Mumbai
S1556,P4468,C5817,19,2025-09-27,896591,0,Jaipur
S1557,P3480,C913,19,2024-10-25,138947,10,Chandigarh
S1558,P6877,C5654,8,2026-04-17,243384,0,Pune
S1559,P1339,C1887,11,2026-03-21,334961,10,Pune
S1560,P3823,C2103,16,2025-04-16,370688,0,Bangalore
S1561,P2085,C5819,16,2026-02-04,264688,5,Mumbai
S1562,P691,C5808,6,2025-08-08,108576,10,Chandigarh
S1563,P5678,C2403,17,2025-06-26,794648,5,Mumbai
S1564,P2117,C9645,19,2026-01-04,928188,10,Mumbai
S1565,P7584,C8279,10,2025-09-05,464680,5,Bangalore
S1566,P163,C5907,19,2025-10-12,857185,10,Mumbai
S1567,P2997,C8046,3,2025-05-14,56253,15,Delhi
S1568,P7901,C5326,3,2025-05-01,32574,0,Bangalore
S1569,P7299,C4182,8,2026-03-14,103896,15,Jaipur
S1570,P1557,C3065,13,2025-01-16,520533,10,Pune
S1571,P8454,C8402,7,2025-03-02,120449,10,Jaipur
S1572,P8687,C3822,9,2024-07-31,146115,5,Delhi
S1573,P2670,C6018,10,2025-01-01,135830,10,Bangalore
S1574,P1778,C8375,1,2025-11-16,46549,10,Chandigarh
S1575,P2456,C3046,6,2025-12-02,240798,10,Chandigarh
S1576,P9557,C6434,9,2025-09-21,41013,5,Pune
S1577,P8029,C5156,12,2026-02-07,122952,5,Chandigarh
S1578,P7963,C1195,20,2024-07-09,612420,0,Jaipur
S1579,P7984,C871,5,2024-09-01,177805,5,Delhi
S1580,P5071,C5672,2,2024-08-30,26574,0,Mumbai
S1581,P9187,C4647,20,2025-02-24,715960,10,Chandigarh
S1582,P8834,C3738,1,2025-05-05,11512,15,Jaipur
S1583,P278,C1803,14,2025-08-21,689234,0,Jaipur
S1584,P9767,C6849,3,2024-09-19,119118,5,Delhi
S1585,P384,C8452,1,2026-05-02,43162,15,Chandigarh
S1586,P2761,C4643,3,2025-10-02,130677,15,Chandigarh
S1587,P4484,C4091,3,2025-02-28,43476,0,Jaipur
S1588,P3144,C2854,9,2024-11-18,269982,5,Mumbai
S1589,P1272,C71,18,2026-01-29,788292,5,Jaipur
S1590,P4006,C2015,17,2025-03-07,130475,15,Delhi
S1591,P9462,C8501,13,2025-12-10,338065,10,Jaipur
S1592,P512,C9441,1,2026-01-01,34714,0,Mumbai
S1593,P3170,C3889,19,2024-11-25,386878,5,Bangalore
S1594,P340,C5429,11,2026-05-02,81554,0,Chandigarh
S1595,P5290,C3719,16,2026-03-19,124320,10,Bangalore
S1596,P1398,C1765,16,2025-04-08,127536,5,Pune
S1597,P741,C249,18,2026-03-15,254880,15,Pune
S1598,P1752,C6300,19,2026-01-16,107122,15,Pune
S1599,P8850,C5539,1,2024-07-11,29606,0,Jaipur
S1600,P8605,C482,7,2024-11-21,233429,15,Pune
S1601,P5609,C4627,7,2026-04-30,265503,0,Bangalore
S1602,P2156,C2472,2,2025-03-06,49372,0,Chandigarh
S1603,P5275,C8867,15,2025-09-05,139050,5,Pune
S1604,P4670,C7251,11,2025-06-11,441177,15,Jaipur
S1605,P6153,C9209,6,2025-05-14,109140,5,Bangalore
S1606,P2567,C5927,5,2025-05-04,177670,5,Mumbai
S1607,P4375,C7731,12,2025-03-29,443688,10,Pune
S1608,P9479,C9701,4,2025-04-01,174772,10,Chandigarh
S1609,P6242,C5205,16,2024-11-12,593152,5,Jaipur
S1610,P226,C9190,7,2025-08-08,349986,10,Chandigarh
S1611,P5266,C7540,2,2025-10-31,22180,0,Delhi
S1612,P5520,C7843,10,2025-07-10,156360,5,Jaipur
S1613,P3252,C9456,8,2025-12-24,298576,0,Delhi
S1614,P6258,C59,12,2025-01-09,342180,10,Chandigarh
S1615,P428,C3657,18,2025-09-23,271494,10,Bangalore
S1616,P4945,C3110,18,2026-01-01,200034,0,Pune
S1617,P9825,C1611,11,2026-02-24,263802,10,Chandigarh
S1618,P821,C4183,7,2025-02-07,50169,15,Mumbai
S1619,P8088,C2875,10,2025-01-23,124150,0,Chandigarh
S1620,P6943,C3143,7,2025-02-27,53816,10,Chandigarh
S1621,P863,C1196,20,2024-08-01,995180,15,Mumbai
S1622,P5079,C892,6,2025-04-10,271656,10,Pune
S1623,P3241,C958,11,2024-06-25,194150,0,Jaipur
S1624,P7091,C7878,7,2025-02-28,253190,5,Mumbai
S1625,P8276,C9444,17,2024-06-29,153136,15,Mumbai
S1626,P8786,C9904,1,2025-03-01,25261,15,Jaipur
S1627,P6654,C7639,19,2024-11-21,276070,15,Pune
S1628,P5700,C5675,3,2024-07-20,107061,5,Delhi
S1629,P3295,C720,16,2024-09-21,72592,10,Pune
S1630,P3712,C2583,15,2025-07-09,551970,10,Pune
S1631,P2645,C1773,2,2026-02-20,66224,0,Bangalore
S1632,P3081,C109,11,2025-05-06,320232,0,Delhi
S1633,P7421,C8046,5,2024-11-12,243135,10,Chandigarh
S1634,P1673,C6355,16,2026-02-21,292800,10,Bangalore
S1635,P9345,C7419,18,2025-12-22,202392,0,Chandigarh
S1636,P3731,C5417,15,2026-02-10,489795,10,Jaipur
S1637,P8239,C9913,15,2026-03-04,325365,15,Jaipur
S1638,P4190,C4241,5,2025-08-13,63595,10,Chandigarh
S1639,P200,C5123,12,2025-06-29,320364,5,Pune
S1640,P9713,C4472,3,2026-03-23,103422,10,Jaipur
S1641,P5213,C5092,20,2025-10-07,78860,5,Chandigarh
S1642,P3349,C505,16,2025-12-17,698176,15,Chandigarh
S1643,P1856,C9074,1,2026-04-08,40539,10,Mumbai
S1644,P7990,C6906,9,2025-11-08,319590,15,Pune
S1645,P8665,C9639,18,2025-02-16,735354,0,Jaipur
S1646,P9154,C2491,20,2024-11-26,478060,10,Jaipur
S1647,P3817,C4421,7,2025-03-25,179830,10,Jaipur
S1648,P7517,C2751,4,2025-06-01,48728,10,Jaipur
S1649,P986,C401,14,2024-06-27,588560,15,Chandigarh
S1650,P1158,C7350,11,2026-04-30,164802,10,Bangalore
S1651,P8861,C2835,9,2024-08-31,118152,15,Pune
S1652,P8387,C9068,15,2026-01-12,216270,15,Mumbai
S1653,P1265,C6916,14,2024-09-08,435372,0,Jaipur
S1654,P5399,C7360,10,2026-03-15,245400,5,Pune
S1655,P6065,C5419,4,2026-02-07,65164,0,Delhi
S1656,P348,C3340,2,2024-10-26,43628,5,Chandigarh
S1657,P1861,C8525,10,2025-01-07,376900,0,Chandigarh
S1658,P3951,C7718,4,2026-04-19,50600,0,Pune
S1659,P7382,C5372,11,2024-07-21,226204,0,Chandigarh
S1660,P2432,C5443,12,2025-07-15,39948,10,Chandigarh
S1661,P9701,C6486,18,2025-04-23,25110,5,Pune
S1662,P6411,C3810,3,2024-10-01,62931,0,Bangalore
S1663,P8985,C1535,1,2025-03-25,20927,0,Jaipur
S1664,P443,C9298,14,2026-03-02,656096,0,Delhi
S1665,P2433,C2790,15,2025-10-21,78855,10,Mumbai
S1666,P3277,C3947,12,2025-08-12,486768,10,Mumbai
S1667,P3885,C3477,12,2025-10-02,225144,0,Pune
S1668,P1124,C5114,1,2026-03-05,23797,10,Jaipur
S1669,P5669,C9328,5,2026-01-13,164300,0,Bangalore
S1670,P4044,C6765,14,2025-10-09,606228,10,Chandigarh
S1671,P1189,C865,7,2025-02-07,76692,10,Chandigarh
S1672,P3588,C8117,10,2024-10-11,161650,10,Chandigarh
S1673,P9198,C1197,1,2026-05-15,8670,0,Bangalore
S1674,P3472,C7685,1,2024-09-07,7630,15,Delhi
S1675,P6069,C2967,9,2025-05-06,230112,5,Delhi
S1676,P3231,C5778,6,2025-01-04,110322,0,Delhi
S1677,P4153,C6768,16,2024-06-25,93776,5,Jaipur
S1678,P8735,C122,4,2025-04-03,25644,0,Pune
S1679,P5514,C3751,14,2025-05-31,687918,5,Bangalore
S1680,P754,C3935,17,2025-08-08,112472,5,Jaipur
S1681,P5839,C1369,7,2025-05-05,32319,0,Chandigarh
S1682,P3859,C7310,13,2026-05-14,224601,10,Jaipur
S1683,P4218,C8701,12,2024-06-21,225684,15,Chandigarh
S1684,P4339,C1262,4,2025-05-17,58028,10,Pune
S1685,P9028,C2639,12,2024-08-07,411468,5,Chandigarh
S1686,P2235,C2351,8,2024-09-26,145560,10,Pune
S1687,P8963,C5618,6,2026-01-17,46212,5,Chandigarh
S1688,P4193,C7336,14,2026-02-15,627522,0,Chandigarh
S1689,P2266,C7933,3,2026-02-26,122166,15,Mumbai
S1690,P7024,C6907,11,2024-09-16,529540,15,Jaipur
S1691,P3124,C13,2,2025-10-03,30298,10,Bangalore
S1692,P6541,C2457,10,2026-05-25,184990,5,Jaipur
S1693,P9684,C2351,18,2024-06-11,163260,10,Mumbai
S1694,P7306,C1664,20,2025-08-02,991920,5,Jaipur
S1695,P1553,C2752,8,2026-03-27,128808,15,Bangalore
S1696,P7886,C7262,13,2026-02-04,246103,10,Pune
S1697,P4006,C573,6,2024-06-23,48240,5,Mumbai
S1698,P9545,C2975,19,2024-09-12,173451,15,Delhi
S1699,P6216,C8689,18,2025-02-28,796518,5,Bangalore
S1700,P1978,C895,9,2025-03-27,94032,0,Bangalore
S1701,P4674,C3108,19,2026-05-05,163210,0,Pune
S1702,P2150,C4140,7,2024-12-29,122185,15,Chandigarh
S1703,P1874,C1127,4,2026-04-15,41504,5,Bangalore
S1704,P1842,C3903,18,2026-04-05,852660,5,Delhi
S1705,P6672,C1718,7,2024-11-30,133077,10,Mumbai
S1706,P6017,C6813,11,2025-05-06,12507,15,Mumbai
S1707,P8506,C8275,5,2025-08-18,21895,5,Pune
S1708,P1900,C6488,10,2025-10-04,20380,15,Pune
S1709,P8968,C7620,17,2026-04-20,208301,15,Jaipur
S1710,P8561,C7948,11,2025-02-21,395461,10,Mumbai
S1711,P2261,C8366,2,2024-07-12,13900,0,Bangalore
S1712,P1765,C649,8,2024-06-29,28944,10,Mumbai
S1713,P9323,C534,14,2024-12-16,565180,5,Bangalore
S1714,P4595,C3541,5,2024-12-07,88505,15,Chandigarh
S1715,P7500,C7459,20,2025-01-14,146480,0,Mumbai
S1716,P5173,C1388,18,2025-02-26,354042,10,Chandigarh
S1717,P5153,C7429,9,2025-01-24,54009,10,Pune
S1718,P29,C8292,12,2026-04-30,480276,0,Bangalore
S1719,P6186,C1560,2,2026-02-12,91874,0,Bangalore
S1720,P8725,C3583,18,2026-04-05,223110,0,Jaipur
S1721,P6546,C4775,18,2025-11-23,869868,15,Mumbai
S1722,P1816,C7454,7,2026-02-23,309729,15,Mumbai
S1723,P1521,C9284,3,2024-09-05,15165,5,Pune
S1724,P1117,C7537,13,2026-04-01,434434,10,Mumbai
S1725,P58,C9616,7,2026-05-08,95522,10,Mumbai
S1726,P4718,C5118,8,2026-04-15,115288,15,Chandigarh
S1727,P5716,C4002,18,2024-07-27,192384,0,Pune
S1728,P698,C1476,17,2025-07-23,576147,5,Mumbai
S1729,P4157,C8423,14,2025-04-18,80332,0,Bangalore
S1730,P5623,C7587,20,2025-06-14,909300,5,Delhi
S1731,P2865,C6089,14,2025-09-22,405860,10,Mumbai
S1732,P4029,C1026,16,2026-05-20,668992,0,Bangalore
S1733,P8822,C8992,15,2026-05-02,87450,5,Chandigarh
S1734,P7859,C1171,2,2026-04-10,71482,10,Pune
S1735,P9801,C1951,15,2025-08-26,413130,15,Mumbai
S1736,P1119,C6620,7,2026-05-15,170380,15,Delhi
S1737,P545,C8434,11,2024-12-10,441815,0,Jaipur
S1738,P1294,C235,5,2025-09-10,227595,0,Delhi
S1739,P7234,C8027,4,2026-04-02,19280,15,Mumbai
S1740,P2873,C9064,16,2025-12-14,166880,0,Delhi
S1741,P894,C9155,16,2026-02-10,276368,15,Pune
S1742,P9349,C7438,14,2024-06-29,334530,0,Pune
S1743,P1824,C2711,12,2025-04-19,431052,15,Delhi
S1744,P3348,C9307,1,2025-11-18,44149,5,Jaipur
S1745,P9753,C7459,7,2024-07-20,23716,0,Pune
S1746,P6525,C3564,2,2026-02-17,41706,15,Mumbai
S1747,P4727,C4254,9,2024-11-15,106101,15,Pune
S1748,P8464,C6894,7,2025-12-12,214214,10,Chandigarh
S1749,P5201,C7407,5,2025-08-03,162160,5,Mumbai
S1750,P6822,C4942,17,2025-10-10,100895,10,Chandigarh
S1751,P8908,C7891,7,2025-05-08,138250,15,Delhi
S1752,P8721,C5440,20,2025-07-25,273740,10,Bangalore
S1753,P2428,C8387,17,2025-06-26,389538,15,Chandigarh
S1754,P714,C9566,16,2025-10-24,81616,15,Mumbai
S1755,P2561,C7752,1,2024-10-07,10257,15,Mumbai
S1756,P2772,C9270,7,2024-08-10,9492,15,Chandigarh
S1757,P1688,C571,7,2025-04-06,332906,5,Delhi
S1758,P8142,C433,4,2026-05-27,111080,15,Jaipur
S1759,P32,C7980,15,2025-10-16,30795,15,Pune
S1760,P6333,C3082,9,2024-12-01,82035,15,Pune
S1761,P9740,C2764,7,2025-05-28,26523,15,Jaipur
S1762,P6219,C2958,19,2024-07-01,912266,5,Bangalore
S1763,P7613,C6453,6,2025-05-15,52554,10,Delhi
S1764,P6813,C4626,8,2025-10-16,8232,10,Delhi
S1765,P1973,C6114,6,2025-08-02,26406,5,Jaipur
S1766,P3076,C3612,18,2026-02-21,134442,0,Bangalore
S1767,P4744,C8573,19,2025-12-29,846222,0,Delhi
S1768,P7226,C4898,3,2025-03-15,20328,10,Bangalore
S1769,P60,C937,4,2024-08-05,74176,10,Mumbai
S1770,P3095,C1084,5,2025-06-13,48200,0,Bangalore
S1771,P2318,C1983,1,2025-05-08,4486,10,Pune
S1772,P3045,C5124,2,2024-12-07,62170,5,Delhi
S1773,P6583,C8429,12,2025-07-12,583560,10,Mumbai
S1774,P2997,C6697,17,2024-07-01,168844,5,Chandigarh
S1775,P3151,C6951,3,2025-06-07,31392,5,Pune
S1776,P3341,C6637,14,2025-06-16,378336,10,Delhi
S1777,P8954,C8308,1,2025-08-23,38511,15,Jaipur
S1778,P1432,C5751,13,2026-03-23,493987,5,Chandigarh
S1779,P7418,C7783,11,2025-10-26,254452,0,Pune
S1780,P8428,C5364,19,2025-06-17,825322,0,Delhi
S1781,P5527,C4604,5,2025-11-07,45430,5,Pune
S1782,P2,C7075,12,2025-02-27,201660,5,Bangalore
S1783,P2996,C4315,12,2024-11-03,541584,5,Pune
S1784,P5235,C3081,9,2025-01-16,306243,15,Mumbai
S1785,P9244,C2382,4,2025-08-17,132284,15,Delhi
S1786,P2519,C2356,5,2024-07-29,244970,0,Chandigarh
S1787,P7374,C294,13,2025-05-23,302796,15,Bangalore
S1788,P3375,C734,12,2025-01-28,500652,0,Bangalore
S1789,P7197,C3780,5,2026-02-13,91240,5,Mumbai
S1790,P9341,C8980,6,2024-12-12,139686,15,Pune
S1791,P1809,C2460,16,2026-03-22,465616,5,Mumbai
S1792,P5268,C7821,11,2026-02-21,521840,10,Chandigarh
S1793,P4763,C8776,2,2025-02-11,78490,10,Jaipur
S1794,P6926,C3196,5,2026-02-22,86605,15,Mumbai
S1795,P4173,C9567,10,2026-05-06,377390,15,Bangalore
S1796,P6936,C3840,1,2024-07-15,37704,15,Delhi
S1797,P7399,C9719,5,2024-08-22,143035,0,Delhi
S1798,P5394,C4039,12,2025-06-02,476304,0,Delhi
S1799,P6068,C8372,1,2024-07-11,5152,15,Chandigarh
S1800,P9370,C9864,9,2024-06-27,140724,15,Jaipur
S1801,P4575,C4939,6,2025-06-22,50370,0,Pune
S1802,P8845,C3911,7,2025-02-09,262374,0,Bangalore
S1803,P440,C8202,5,2024-11-26,176260,5,Mumbai
S1804,P9854,C7131,3,2025-04-13,14619,10,Delhi
S1805,P2116,C9954,7,2024-08-21,99946,15,Pune
S1806,P8056,C706,9,2026-03-01,19206,15,Delhi
S1807,P4958,C3641,20,2025-10-01,348660,5,Bangalore
S1808,P4577,C5684,9,2025-05-11,179955,5,Delhi
S1809,P660,C5105,1,2024-06-09,13546,10,Jaipur
S1810,P2738,C8681,5,2024-07-01,213665,10,Bangalore
S1811,P8644,C5565,1,2025-03-24,7568,5,Bangalore
S1812,P6783,C2081,6,2025-08-17,294714,5,Chandigarh
S1813,P7485,C5574,2,2026-03-03,70868,10,Chandigarh
S1814,P5801,C1935,13,2025-03-28,609011,0,Chandigarh
S1815,P9304,C7953,18,2026-05-09,547164,10,Bangalore
S1816,P4983,C1220,3,2025-07-14,25173,5,Jaipur
S1817,P1032,C2428,7,2025-04-26,292810,10,Mumbai
S1818,P1154,C6748,17,2025-10-21,225794,10,Bangalore
S1819,P8538,C2213,8,2025-02-23,297184,5,Jaipur
S1820,P572,C1430,7,2024-12-02,173985,0,Bangalore
S1821,P2272,C457,6,2024-10-06,23526,10,Mumbai
S1822,P2304,C7650,10,2025-01-06,379440,10,Bangalore
S1823,P7601,C7535,18,2025-05-29,790218,0,Bangalore
S1824,P1653,C3105,18,2024-09-03,89856,10,Delhi
S1825,P2244,C3544,2,2025-11-16,41106,15,Bangalore
S1826,P7526,C2985,12,2025-02-27,280560,10,Delhi
S1827,P6683,C6252,16,2024-07-27,272784,0,Pune
S1828,P7364,C2342,4,2025-04-05,109868,15,Delhi
S1829,P6801,C6372,3,2024-06-09,125418,10,Delhi
S1830,P8478,C9814,18,2024-12-16,412794,5,Chandigarh
S1831,P7016,C8480,5,2026-05-08,116570,10,Bangalore
S1832,P7126,C2273,16,2025-04-30,462096,15,Chandigarh
S1833,P4116,C2886,19,2025-11-21,534109,10,Pune
S1834,P8359,C7282,16,2025-11-14,151120,5,Chandigarh
S1835,P1624,C6661,2,2025-06-17,3588,15,Mumbai
S1836,P8301,C5296,20,2024-11-08,254120,15,Mumbai
S1837,P3969,C2866,9,2025-11-24,394749,15,Jaipur
S1838,P9831,C1828,3,2026-04-01,17610,10,Bangalore
S1839,P2698,C5449,1,2024-11-11,31004,10,Delhi
S1840,P5444,C9685,9,2024-11-26,212463,10,Chandigarh
S1841,P4119,C3096,16,2024-12-01,697760,15,Mumbai
S1842,P4773,C9678,17,2024-06-07,538016,10,Mumbai
S1843,P1955,C6068,18,2026-02-25,145350,5,Delhi
S1844,P5497,C3050,13,2025-07-07,147563,10,Delhi
S1845,P4369,C6451,13,2024-07-08,397202,10,Bangalore
S1846,P7352,C5458,19,2026-04-09,402876,15,Jaipur
S1847,P7424,C4390,11,2024-06-20,467929,15,Chandigarh
S1848,P501,C2823,7,2026-02-08,273399,10,Jaipur
S1849,P7800,C9967,19,2024-11-12,80598,10,Mumbai
S1850,P1219,C4173,2,2025-03-13,90718,10,Pune
S1851,P1211,C1226,14,2025-02-12,623462,10,Delhi
S1852,P4617,C3907,16,2025-07-20,83776,0,Jaipur
S1853,P4221,C7945,3,2026-01-31,27405,0,Chandigarh
S1854,P970,C8347,13,2025-09-22,486174,0,Jaipur
S1855,P555,C8115,14,2024-09-19,526638,0,Bangalore
S1856,P3883,C413,5,2025-01-10,65090,10,Chandigarh
S1857,P4669,C661,6,2024-10-10,236220,10,Mumbai
S1858,P8670,C3398,2,2025-08-07,64900,15,Pune
S1859,P9582,C1,7,2024-07-05,288841,10,Pune
S1860,P5277,C663,19,2025-06-10,508288,0,Delhi
S1861,P9049,C8497,17,2025-11-09,74154,0,Mumbai
S1862,P4564,C7475,1,2025-04-16,7260,5,Chandigarh
S1863,P9852,C502,2,2026-02-14,13484,5,Pune
S1864,P8247,C9507,10,2024-06-24,200700,0,Jaipur
S1865,P7729,C8176,14,2025-04-24,687932,10,Chandigarh
S1866,P8611,C7408,5,2026-04-16,18730,0,Bangalore
S1867,P5641,C8429,4,2024-08-15,91168,0,Chandigarh
S1868,P99,C4323,4,2024-12-04,90764,0,Pune
